Time,Temperature,DewPoint,Humidity,Wind,WindSpeed,WindGust,Pressure,Precip\.,Condition
2:00 PM,91,77,63,NNW,5,0,29.74,0.0,Fair
3:00 PM,88,75,66,W,8,0,29.71,0.0,Fair
4:00 PM,90,75,62,WSW,7,0,29.71,0.0,Fair
5:00 PM,86,77,74,WSW,10,0,29.69,0.0,Fair
6:00 PM,84,79,84,WSW,10,0,29.69,0.0,Fair
7:00 PM,82,79,89,WSW,7,0,29.69,0.0,Fair
8:00 PM,81,77,89,SW,8,0,29.71,0.0,Fair
9:00 PM,79,77,94,WSW,3,0,29.71,0.0,Fair
10:00 PM,79,75,89,VAR,2,0,29.74,0.0,Fair
11:00 PM,79,75,89,CALM,0,0,29.74,0.0,Fair
12:00 AM,77,73,89,CALM,0,0,29.74,0.0,Fair
1:00 AM,77,73,89,CALM,0,0,29.74,0.0,Fair
2:00 AM,77,73,89,CALM,0,0,29.74,0.0,Fair
3:00 AM,77,73,89,WSW,6,0,29.71,0.0,Fair
4:00 AM,77,75,94,,0,0,29.71,0.0,Fair
5:00 AM,77,75,94,,0,0,29.71,0.0,Fair
6:00 AM,77,73,89,,0,0,29.74,0.0,Fair
7:00 AM,77,73,89,CALM,0,0,29.77,0.0,Fair
8:00 AM,81,79,94,,0,0,29.74,0.0,Fair
9:00 AM,86,81,84,VAR,2,0,29.77,0.0,Fair
10:00 AM,90,79,70,E,5,0,29.77,0.0,Fair
11:00 AM,86,79,79,WNW,5,0,29.77,0.0,Partly Cloudy
12:00 PM,90,79,70,N,7,0,29.74,0.0,Fair
1:00 PM,90,79,70,WNW,8,0,29.74,0.0,Fair
2:00 PM,90,79,70,W,10,0,29.74,0.0,Fair
3:00 PM,90,81,75,WSW,12,0,29.71,0.0,Partly Cloudy
4:00 PM,88,79,75,WSW,16,0,29.69,0.0,Partly Cloudy
5:00 PM,88,79,75,WSW,13,0,29.69,0.0,Fair
6:00 PM,84,79,84,WSW,9,0,29.69,0.0,Fair
7:00 PM,82,79,89,WSW,12,0,29.71,0.0,Fair
10:00 PM,81,77,89,WSW,3,0,29.77,0.0,Fair
9:00 PM,81,77,89,SW,5,0,29.77,0.0,Fair
8:00 PM,81,79,94,WSW,7,0,29.74,0.0,Fair
11:00 PM,81,77,89,SW,2,0,29.77,0.0,Fair
12:00 AM,79,75,89,VAR,2,0,29.77,0.0,Fair
1:00 AM,77,75,94,CALM,0,0,29.74,0.0,Fair
2:00 AM,77,73,89,VAR,2,0,29.74,0.0,Fair
3:00 AM,77,73,89,SW,5,0,29.71,0.0,Fair
4:00 AM,77,75,94,SW,3,0,29.71,0.0,Fair
5:00 AM,79,75,89,CALM,0,0,29.71,0.0,Fair
6:00 AM,0,0,0,,0,0,29.71,0.0,Fair
7:00 AM,77,75,94,,0,0,29.74,0.0,Fair
9:00 AM,82,79,89,VAR,3,0,29.80,0.0,Fair
8:00 AM,81,77,89,,0,0,29.77,0.0,Fair
11:00 AM,88,79,75,NNW,6,0,29.77,0.0,Partly Cloudy
12:00 PM,88,79,75,WNW,5,0,29.77,0.0,Partly Cloudy
1:00 PM,88,82,84,W,9,0,29.74,0.0,Fair
2:00 PM,88,79,75,W,12,0,29.71,0.0,Fair
3:00 PM,90,81,75,WSW,13,0,29.69,0.0,Fair
7:00 PM,82,79,89,WSW,8,0,29.71,0.0,Fair
5:00 PM,86,81,84,WSW,14,0,29.69,0.0,Fair
6:00 PM,86,79,79,WSW,9,0,29.69,0.0,Fair
8:00 PM,82,79,89,WSW,7,0,29.71,0.0,Fair
9:00 PM,82,79,89,WSW,7,0,29.74,0.0,Fair
10:00 PM,81,77,89,WSW,5,0,29.77,0.0,Fair
11:00 PM,81,77,89,VAR,3,0,29.77,0.0,Fair
12:00 AM,79,75,89,VAR,2,0,29.77,0.0,Fair
1:00 AM,77,75,94,CALM,0,0,29.74,0.0,Fair
2:00 AM,77,73,89,VAR,2,0,29.74,0.0,Fair
4:00 AM,81,77,89,WSW,9,0,29.71,0.0,Thunder
5:00 AM,79,75,89,,0,0,29.71,0.0,Thunder
6:00 AM,79,75,89,,0,0,29.71,0.0,Thunder
8:00 AM,81,77,89,CALM,0,0,29.77,0.0,Fair
7:00 AM,79,75,89,VAR,3,0,29.74,0.0,Fair
9:00 AM,84,81,89,CALM,0,0,29.77,0.0,Fair
10:00 AM,84,81,89,CALM,0,0,29.80,0.0,Thunder
11:00 AM,86,81,84,CALM,0,0,29.80,0.0,Thunder
12:00 PM,86,81,84,W,5,0,29.77,0.0,Thunder
1:00 PM,88,79,75,W,6,0,29.74,0.0,Partly Cloudy
2:00 PM,90,82,79,WNW,8,0,29.71,0.0,Partly Cloudy
3:00 PM,0,0,0,,0,0,0.00,0.0,Partly Cloudy
4:00 PM,86,82,89,WSW,14,0,29.66,0.0,Partly Cloudy
6:00 PM,84,81,89,WSW,12,0,29.69,0.0,Partly Cloudy
7:00 PM,82,81,94,WSW,8,0,29.69,0.0,Mostly Cloudy
8:00 PM,81,79,94,SW,8,0,29.69,0.0,Mostly Cloudy
9:00 PM,81,77,89,WSW,6,0,29.71,0.0,Fair
10:00 PM,81,77,89,CALM,0,0,29.74,0.0,Thunder
11:00 PM,72,70,94,CALM,0,0,29.71,0.0,Light Rain with Thunder
12:00 AM,0,0,0,,0,0,0.00,0.0,Thunder
1:00 AM,79,77,94,,0,0,29.69,0.0,Thunder
2:00 AM,79,77,94,,0,0,29.69,0.0,Thunder
3:00 AM,79,77,94,,0,0,29.69,0.0,Fair
4:00 AM,79,77,94,,0,0,29.69,0.0,Fair
5:00 AM,79,77,94,,0,0,29.69,0.0,Fair
6:00 AM,79,77,94,,0,0,29.69,0.0,Fair
7:00 AM,79,77,94,CALM,0,0,29.71,0.0,Thunder
8:00 AM,73,72,94,NE,14,0,29.80,0.0,Heavy T-Storm
9:00 AM,75,75,100,ENE,7,0,29.74,0.0,Thunder
10:00 AM,81,75,84,ENE,12,0,29.74,0.0,Light Rain with Thunder
12:00 PM,81,75,84,ENE,10,0,29.71,0.0,Thunder
3:00 PM,84,79,84,WSW,10,0,29.66,0.0,Mostly Cloudy
2:00 PM,82,77,84,CALM,0,0,29.66,0.0,Mostly Cloudy
1:00 PM,82,77,84,E,5,0,29.71,0.0,Mostly Cloudy
4:00 PM,84,81,89,W,8,0,29.66,0.0,Partly Cloudy
6:00 PM,82,79,89,SW,6,0,29.66,0.0,Partly Cloudy
7:00 PM,79,75,89,WSW,7,0,29.66,0.0,Partly Cloudy
8:00 PM,79,75,89,VAR,3,0,29.69,0.0,Fair
5:00 PM,82,81,94,W,9,0,29.66,0.0,Partly Cloudy
9:00 PM,79,75,89,VAR,3,0,29.69,0.0,Fair
10:00 PM,79,75,89,,0,0,29.71,0.0,Fair
11:00 PM,79,75,89,,0,0,29.71,0.0,Fair
12:00 AM,0,0,0,,0,0,0.00,0.0,Fair
1:00 AM,75,73,94,,0,0,29.69,0.0,Fair
4:00 AM,75,72,89,,0,0,29.69,0.0,Fair
3:00 AM,75,73,94,,0,0,29.66,0.0,Fair
5:00 AM,73,72,94,,0,0,29.69,0.0,Fair
6:00 AM,0,0,0,,0,0,0.00,0.0,Fair
7:00 AM,73,72,94,CALM,0,0,29.71,0.0,Fair
8:00 AM,79,77,94,VAR,3,0,29.74,0.0,Fair
9:00 AM,88,79,75,,0,0,29.74,0.0,Fair
10:00 AM,88,79,75,WSW,7,0,29.74,0.0,Fair
11:00 AM,86,81,84,,0,0,29.74,0.0,Fair
12:00 PM,86,79,79,WSW,6,0,29.74,0.0,Partly Cloudy
1:00 PM,88,81,79,WSW,9,0,29.71,0.0,Partly Cloudy
2:00 PM,88,81,79,WSW,9,0,29.69,0.0,Partly Cloudy
3:00 PM,90,81,75,WSW,9,0,29.66,0.0,Partly Cloudy
4:00 PM,88,81,79,WSW,12,0,29.66,0.0,Fair
5:00 PM,86,81,84,WSW,14,0,29.63,0.0,Fair
8:00 PM,81,77,89,CALM,0,0,29.69,0.0,Fair
9:00 PM,81,75,84,CALM,0,0,29.71,0.0,Fair
6:00 PM,84,81,89,W,12,0,29.66,0.0,Fair
7:00 PM,82,79,89,W,5,0,29.69,0.0,Fair
10:00 PM,81,77,89,VAR,3,0,29.74,0.0,Fair
11:00 PM,81,77,89,SSW,7,0,29.74,0.0,Fair
12:00 AM,0,0,0,,0,0,0.00,0.0,Fair
1:00 AM,75,73,94,,0,0,29.69,0.0,Fair
3:00 AM,75,73,94,,0,0,29.66,0.0,Fair
3:00 AM,81,77,89,,0,0,29.69,0.0,Fair
4:00 AM,81,77,89,,0,0,29.71,0.0,Fair
6:00 AM,0,0,0,,0,0,0.00,0.0,Thunder
7:00 AM,79,75,89,VAR,3,0,29.74,0.0,Fair
8:00 AM,82,79,89,CALM,0,0,29.77,0.0,Fair
9:00 AM,86,82,89,SW,5,0,29.77,0.0,Partly Cloudy
10:00 AM,88,82,84,W,12,0,29.80,0.0,Fair
11:00 AM,88,82,84,W,12,0,29.80,0.0,Fair
12:00 PM,88,77,70,W,12,0,29.77,0.0,Partly Cloudy
1:00 PM,86,82,89,SW,12,0,29.74,0.0,Thunder
2:00 PM,86,81,84,WSW,12,0,29.74,0.0,Thunder
3:00 PM,88,79,75,W,12,0,29.71,0.0,Fair
4:00 PM,88,79,75,WSW,9,0,29.69,0.0,Fair
5:00 PM,88,77,70,SW,5,0,29.69,0.0,Fair
6:00 PM,84,79,84,SW,5,0,29.71,0.0,Fair
7:00 PM,82,79,89,SSW,7,0,29.71,0.0,Fair
8:00 PM,82,79,89,WSW,6,0,29.74,0.0,Fair
10:00 PM,81,77,89,WSW,6,0,29.77,0.0,Fair
9:00 PM,81,81,100,,0,0,29.77,0.0,Fair
11:00 PM,79,75,89,CALM,0,0,29.77,0.0,Fair
12:00 AM,81,77,89,WSW,9,0,29.71,0.0,Fair
1:00 AM,81,79,94,W,9,0,29.71,0.0,Fair
2:00 AM,81,77,89,,0,0,29.69,0.0,Fair
3:00 AM,81,77,89,,0,0,29.69,0.0,Fair
4:00 AM,81,77,89,,0,0,29.71,0.0,Fair
6:00 AM,0,0,0,,0,0,0.00,0.0,Thunder
7:00 AM,79,75,89,VAR,3,0,29.74,0.0,Fair
8:00 AM,82,79,89,CALM,0,0,29.77,0.0,Fair
8:00 AM,81,77,89,SSW,3,0,29.80,0.0,Partly Cloudy
9:00 AM,84,81,89,SW,5,0,29.80,0.0,Partly Cloudy
10:00 AM,86,82,89,WSW,6,0,29.80,0.0,Partly Cloudy
11:00 AM,88,81,79,W,10,0,29.80,0.0,Fair
12:00 PM,88,81,79,WSW,8,0,29.80,0.0,Fair
1:00 PM,90,81,75,WSW,7,0,29.77,0.0,Fair
2:00 PM,88,81,79,WSW,8,0,29.74,0.0,Fair
3:00 PM,88,81,79,,0,0,29.71,0.0,Partly Cloudy
4:00 PM,86,79,79,WSW,9,0,29.69,0.0,Partly Cloudy
7:00 PM,82,81,94,WSW,10,0,29.71,0.0,Fair
8:00 PM,82,81,94,WSW,10,0,29.71,0.0,Fair
11:00 PM,82,81,94,WSW,8,0,29.77,0.0,Fair
2:00 AM,79,75,89,CALM,0,0,29.74,0.0,Fair
3:00 AM,79,75,89,WSW,6,0,29.71,0.0,Fair
4:00 AM,77,75,94,WSW,3,0,29.74,0.0,Fair
5:00 AM,77,73,89,VAR,2,0,29.71,0.0,Fair
6:00 AM,77,73,89,VAR,1,0,29.74,0.0,Fair
7:00 AM,77,73,89,S,1,0,29.74,0.0,Fair
8:00 AM,79,79,100,W,2,0,29.77,0.0,Fair
9:00 AM,86,79,79,CALM,0,0,29.80,0.0,Fair
10:00 AM,86,81,84,NNW,3,0,29.77,0.0,Fair
11:00 AM,88,79,75,VAR,2,0,29.77,0.0,Fair
12:00 PM,88,77,70,WNW,8,0,29.74,0.0,Fair
1:00 PM,86,81,84,W,9,0,29.71,0.0,Fair
2:00 PM,86,79,79,W,9,0,29.69,0.0,Fair
3:00 PM,86,81,84,WSW,8,0,29.69,0.0,Fair
4:00 PM,86,81,84,WSW,9,0,29.66,0.0,Mostly Cloudy
5:00 PM,84,79,84,WSW,9,0,29.66,0.0,Mostly Cloudy
6:00 PM,84,81,89,W,12,0,29.66,0.0,Fair
7:00 PM,82,79,89,WSW,10,0,29.66,0.0,Fair
8:00 PM,81,79,94,WSW,6,0,29.69,0.0,Fair
9:00 PM,81,79,94,VAR,1,0,29.69,0.0,Fair
10:00 PM,81,77,89,CALM,0,0,29.71,0.0,Fair
11:00 PM,79,75,89,SW,3,0,29.71,0.0,Fair
12:00 AM,77,75,94,SW,3,0,29.71,0.0,Fair
1:00 AM,77,75,94,SW,2,0,29.69,0.0,Fair
2:00 AM,77,73,89,WSW,3,0,29.66,0.0,Fair
3:00 AM,77,73,89,WSW,2,0,29.66,0.0,Fair
4:00 AM,77,75,94,CALM,0,0,29.66,0.0,Fair
5:00 AM,77,73,89,VAR,2,0,29.66,0.0,Fair
6:00 AM,77,73,89,SW,3,0,29.66,0.0,Fair
7:00 AM,79,75,89,SSW,2,0,29.69,0.0,Fair
8:00 AM,84,79,84,VAR,2,0,29.69,0.0,Fair
9:00 AM,88,81,79,CALM,0,0,29.71,0.0,Fair
10:00 AM,90,79,70,VAR,2,0,29.71,0.0,Partly Cloudy
11:00 AM,88,81,79,VAR,1,0,29.71,0.0,Fair
12:00 PM,88,81,79,VAR,2,0,29.69,0.0,Fair
1:00 PM,88,81,79,NNW,3,0,29.66,0.0,Fair
2:00 PM,90,81,75,WNW,7,0,29.63,0.0,Fair
3:00 PM,90,79,70,W,9,0,29.60,0.0,Fair
5:00 PM,86,81,84,W,12,0,29.60,0.0,Fair
4:00 PM,90,81,75,WSW,10,0,29.60,0.0,Fair
6:00 PM,84,81,89,WSW,12,0,29.60,0.0,Fair
7:00 PM,82,81,94,WSW,9,0,29.60,0.0,Fair
10:00 PM,81,77,89,SW,5,0,29.69,0.0,Fair
9:00 PM,82,79,89,W,7,0,29.66,0.0,Fair
8:00 PM,82,79,89,WSW,8,0,29.63,0.0,Fair
11:00 PM,79,75,89,W,5,0,29.69,0.0,Fair
12:00 AM,79,75,89,VAR,2,0,29.69,0.0,Fair
1:00 AM,79,75,89,CALM,0,0,29.66,0.0,Fair
2:00 AM,77,73,89,SW,3,0,29.66,0.0,Fair
3:00 AM,77,73,89,WSW,3,0,29.63,0.0,Fair
4:00 AM,77,73,89,WSW,3,0,29.66,0.0,Fair
5:00 AM,79,75,89,WSW,6,0,29.66,0.0,Fair
6:00 AM,79,75,89,WSW,5,0,29.66,0.0,Fair
7:00 AM,79,75,89,SW,5,0,29.69,0.0,Fair
8:00 AM,82,79,89,WSW,3,0,29.69,0.0,Fair
9:00 AM,86,82,89,WSW,7,0,29.71,0.0,Fair
10:00 AM,86,81,84,W,12,0,29.74,0.0,Fair
11:00 AM,88,79,75,W,12,0,29.71,0.0,Fair
12:00 PM,90,79,70,W,12,0,29.71,0.0,Fair
1:00 PM,88,79,75,W,15,0,29.69,0.0,Fair
2:00 PM,90,81,75,W,12,0,29.66,0.0,Fair
3:00 PM,88,81,79,WSW,14,0,29.63,0.0,Fair
4:00 PM,88,81,79,WSW,16,0,29.63,0.0,Fair
5:00 PM,88,79,75,WSW,13,0,29.63,0.0,Fair
6:00 PM,86,77,74,WSW,12,0,29.66,0.0,Fair
1:00 AM,79,75,89,SSW,3,0,29.71,0.0,Fair
2:00 AM,79,75,89,WSW,7,0,29.71,0.0,Fair
3:00 AM,79,75,89,WSW,3,0,29.69,0.0,Fair
4:00 AM,79,75,89,W,6,0,29.69,0.0,Fair
5:00 AM,79,75,89,WSW,7,0,29.69,0.0,Fair
6:00 AM,81,77,89,W,7,0,29.69,0.0,Fair
7:00 AM,81,77,89,WSW,6,0,29.71,0.0,Thunder
9:00 AM,75,73,94,SE,8,0,29.80,0.0,Light Rain with Thunder
8:00 AM,77,75,94,NNW,20,0,29.77,0.0,Light Rain with Thunder
10:00 AM,75,75,100,ESE,7,0,29.80,0.0,Light Rain with Thunder
2:00 PM,77,75,94,WNW,6,0,29.74,0.0,Thunder
3:00 PM,79,75,89,SSW,5,0,29.71,0.0,Mostly Cloudy
1:00 AM,75,72,89,WSW,6,0,29.77,0.0,Fair
2:00 AM,77,73,89,WSW,7,0,29.74,0.0,Fair
3:00 AM,77,73,89,WSW,8,0,29.74,0.0,Fair
4:00 AM,77,73,89,WSW,6,0,29.74,0.0,Fair
6:00 AM,77,73,89,VAR,1,0,29.74,0.0,Fair
7:00 AM,77,75,94,CALM,0,0,29.77,0.0,Fair
8:00 AM,81,79,94,VAR,2,0,29.80,0.0,Fair
9:00 AM,86,75,70,E,8,0,29.80,0.0,Fair
1:00 AM,77,75,94,W,3,0,29.74,0.0,Fair
2:00 AM,77,75,94,SSW,3,0,29.74,0.0,Fair
3:00 AM,77,75,94,SSW,3,0,29.74,0.0,Fair
4:00 AM,77,73,89,WSW,7,0,29.71,0.0,Fair
5:00 AM,77,73,89,W,5,0,29.71,0.0,Fair
6:00 AM,77,73,89,WSW,6,0,29.74,0.0,Fair
7:00 AM,77,73,89,SSW,2,0,29.74,0.0,Fair
8:00 AM,77,75,94,SW,3,0,29.77,0.0,Fair
9:00 AM,82,77,84,SSW,3,0,29.80,0.0,Fair
1:00 AM,77,75,94,W,3,0,29.74,0.0,Fair
2:00 AM,77,75,94,SSW,3,0,29.74,0.0,Fair
3:00 AM,77,73,89,WSW,3,0,29.74,0.0,Fair
4:00 AM,77,73,89,S,3,0,29.74,0.0,Fair
5:00 AM,77,73,89,CALM,0,0,29.74,0.0,Fair
6:00 AM,75,73,94,SW,2,0,29.77,0.0,Fair
7:00 AM,75,73,94,VAR,1,0,29.77,0.0,Fair
8:00 AM,79,77,94,CALM,0,0,29.83,0.0,Fair
9:00 AM,81,77,89,W,1,0,29.86,0.0,Mostly Cloudy
10:00 AM,77,73,89,E,17,0,29.86,0.0,Light Rain with Thunder
3:00 PM,86,77,74,WSW,13,0,29.71,0.0,Fair
5:00 PM,82,81,94,WSW,9,0,29.69,0.0,Fair
4:00 PM,84,81,89,W,8,0,29.69,0.0,Fair
7:00 PM,79,77,94,SW,3,0,29.71,0.0,Partly Cloudy
8:00 PM,77,73,89,CALM,0,0,29.74,0.0,Partly Cloudy
9:00 PM,77,73,89,VAR,2,0,29.77,0.0,Partly Cloudy
﻿10:00 PM,75,73,94,CALM,0,0,29.77,0.0,Fair
11:00 PM,75,72,89,CALM,0,0,29.80,0.0,Fair
1:00 AM,79,75,89,,0,0,0.00,0.0,Fair
2:00 AM,77,73,89,W,3,0,29.74,0.0,Fair
3:00 AM,77,73,89,WSW,3,0,29.74,0.0,Fair
3:00 AM,73,70,88,WSW,3,0,29.77,0.0,Fair
4:00 AM,73,70,88,CALM,0,0,29.77,0.0,Fair
5:00 AM,72,70,94,VAR,2,0,29.77,0.0,Fair
6:00 AM,72,68,88,CALM,0,0,29.77,0.0,Fair
7:00 AM,72,70,94,WSW,2,0,29.77,0.0,Fair
8:00 AM,79,77,94,VAR,2,0,29.80,0.0,Fair
9:00 AM,88,75,66,CALM,0,0,29.80,0.0,Fair
10:00 AM,88,75,66,VAR,3,0,29.80,0.0,Fair
11:00 AM,90,75,62,N,5,0,29.80,0.0,Fair
1:00 PM,90,79,70,E,10,0,29.77,0.0,Fair
2:00 PM,90,73,59,E,10,0,29.74,0.0,Fair
12:00 PM,90,81,75,ENE,9,0,29.77,0.0,Fair
3:00 PM,90,73,59,E,8,0,29.71,0.0,Fair
4:00 PM,91,73,55,NW,5,0,29.69,0.0,Fair
6:00 PM,86,73,66,W,5,0,29.71,0.0,Fair
7:00 PM,81,77,89,W,1,0,29.71,0.0,Fair
8:00 PM,79,77,94,SW,7,0,29.71,0.0,Fair
9:00 PM,79,75,89,WSW,3,0,29.74,0.0,Fair
5:00 PM,88,75,66,W,6,0,29.69,0.0,Fair
10:00 PM,79,73,83,CALM,0,0,29.77,0.0,Fair
11:00 PM,79,73,83,VAR,1,0,29.83,0.0,Fair
12:00 AM,79,77,94,CALM,0,0,29.80,0.0,Fair
1:00 AM,79,75,89,E,18,0,29.80,0.0,Thunder
2:00 AM,81,79,94,E,10,0,29.77,0.0,Thunder
4:00 AM,77,75,94,WSW,8,0,29.69,0.0,Thunder
3:00 AM,77,73,89,WSW,7,0,29.71,0.0,Thunder
5:00 AM,77,75,94,WSW,3,0,29.69,0.0,Thunder
6:00 AM,77,73,89,VAR,2,0,29.71,0.0,Thunder
8:00 AM,79,75,89,VAR,1,0,29.74,0.0,Partly Cloudy
7:00 AM,77,73,89,ENE,5,0,29.71,0.0,Partly Cloudy
9:00 AM,82,81,94,E,15,0,29.77,0.0,Partly Cloudy
10:00 AM,84,79,84,E,15,0,29.77,0.0,Fair
11:00 AM,88,81,79,E,10,0,29.77,0.0,Fair
12:00 PM,88,79,75,E,12,0,29.77,0.0,Fair
1:00 PM,88,79,75,ENE,8,0,29.74,0.0,Fair
2:00 PM,88,77,70,WNW,5,0,29.71,0.0,Mostly Cloudy
3:00 PM,88,79,75,W,3,0,29.69,0.0,Mostly Cloudy
4:00 PM,88,79,75,W,7,0,29.69,0.0,Mostly Cloudy
5:00 PM,86,79,79,W,9,0,29.69,0.0,Fair
6:00 PM,84,79,84,WSW,5,0,29.69,0.0,Fair
7:00 PM,82,79,89,VAR,1,0,29.71,0.0,Partly Cloudy
8:00 PM,81,79,94,WSW,3,0,29.71,0.0,Fair
9:00 PM,81,77,89,CALM,0,0,29.74,0.0,Fair
10:00 PM,79,75,89,SSW,3,0,29.74,0.0,Fair
11:00 PM,79,75,89,VAR,1,0,29.77,0.0,Fair
12:00 AM,77,73,89,CALM,0,0,29.74,0.0,Fair
1:00 AM,77,73,89,VAR,2,0,29.71,0.0,Fair
2:00 AM,75,73,94,CALM,0,0,29.69,0.0,Fair
3:00 AM,75,73,94,CALM,0,0,29.69,0.0,Fair
4:00 AM,75,73,94,WSW,5,0,29.69,0.0,Fair
4:30 AM,75,73,94,WSW,6,0,29.69,0.0,Fair
5:00 AM,75,73,94,SSW,6,0,29.69,0.0,Fair
6:00 AM,75,73,94,WSW,7,0,29.74,0.0,Fair
7:00 AM,75,73,94,WSW,5,0,29.74,0.0,Fair
8:00 AM,75,73,94,VAR,1,0,29.74,0.0,Partly Cloudy
11:00 AM,88,81,79,WNW,5,0,29.80,0.0,Fair
12:00 PM,90,75,62,NNW,6,0,29.77,0.0,Fair
1:00 PM,88,79,75,NW,6,0,29.74,0.0,Fair
2:00 PM,88,79,75,WNW,3,0,29.71,0.0,Fair
3:00 PM,90,79,70,WSW,8,0,29.71,0.0,Fair
4:00 PM,88,79,75,W,9,0,29.69,0.0,Fair
6:00 PM,84,81,89,WSW,9,0,29.69,0.0,Fair
7:00 PM,82,81,94,W,7,0,29.71,0.0,Fair
8:00 PM,82,79,89,W,7,0,29.74,0.0,Fair
10:00 PM,81,77,89,WSW,7,0,29.77,0.0,Fair
11:00 PM,79,75,89,WSW,7,0,29.77,0.0,Fair
12:00 AM,79,75,89,WSW,9,0,29.74,0.0,Fair
12:30 AM,79,75,89,WSW,7,0,29.71,0.0,Fair
2:00 AM,79,75,89,WSW,9,0,29.71,0.0,Fair
3:00 AM,77,73,89,,0,0,0.00,0.0,Fair
4:00 AM,77,73,89,WSW,7,0,29.71,0.0,Fair
5:00 AM,0,0,0,WSW,7,0,29.69,0.0,Fair
6:00 AM,77,75,94,W,7,0,29.71,0.0,Fair
7:00 AM,81,77,89,WSW,7,0,29.74,0.0,Fair
8:00 AM,82,79,89,WSW,3,0,29.77,0.0,Fair
9:00 AM,86,82,89,W,5,0,29.77,0.0,Thunder
10:00 AM,88,79,75,CALM,0,0,29.77,0.0,Thunder
11:00 AM,86,81,84,E,7,0,29.77,0.0,Thunder
12:00 PM,88,79,75,ENE,7,0,29.77,0.0,Partly Cloudy
1:00 PM,90,79,70,E,8,0,29.74,0.0,Partly Cloudy
2:00 PM,88,79,75,N,6,0,29.71,0.0,Partly Cloudy
4:00 PM,86,81,84,WSW,15,0,29.66,0.0,Thunder
5:00 PM,84,81,89,WSW,10,0,29.69,0.0,Partly Cloudy
6:00 PM,84,79,84,SW,9,0,29.69,0.0,Partly Cloudy
7:00 PM,82,81,94,WSW,8,0,29.69,0.0,Thunder
9:00 PM,81,79,94,W,6,0,29.74,0.0,Thunder
8:00 PM,82,81,94,VAR,2,0,29.74,0.0,Thunder
10:00 PM,81,79,94,W,6,0,29.71,0.0,Thunder
1:00 AM,82,79,89,SW,9,0,29.71,0.0,Thunder
2:00 AM,81,79,94,W,6,0,29.71,0.0,Thunder
3:00 AM,81,77,89,WSW,3,0,29.71,0.0,Thunder
4:00 AM,81,79,94,E,7,0,29.69,0.0,Thunder
5:00 AM,75,72,89,NE,17,39,29.74,0.0,Heavy T-Storm
6:00 AM,73,70,88,NE,8,0,29.71,0.0,T-Storm
7:00 AM,73,70,88,CALM,0,0,29.74,0.0,Light Rain with Thunder
8:00 AM,75,73,94,W,9,0,29.80,0.0,Light Rain with Thunder
9:00 AM,75,73,94,W,8,0,29.80,0.0,Light Rain with Thunder
10:00 AM,75,73,94,WSW,7,0,29.80,0.0,Mostly Cloudy
11:00 AM,75,73,94,WSW,6,0,29.77,0.0,Mostly Cloudy
12:00 PM,77,73,89,WSW,6,0,29.74,0.0,Partly Cloudy
1:00 PM,79,75,89,CALM,0,0,29.71,0.0,Fair
2:00 PM,82,77,84,VAR,1,0,29.69,0.0,Fair
4:00 PM,81,79,94,WSW,6,0,29.71,0.0,Partly Cloudy
3:00 PM,81,77,89,W,5,0,29.69,0.0,Partly Cloudy
5:00 PM,82,77,84,W,3,0,29.71,0.0,Fair
6:00 PM,81,77,89,W,3,0,29.71,0.0,Fair
7:00 PM,77,73,89,WSW,5,0,29.71,0.0,Fair
8:00 PM,75,72,89,VAR,2,0,29.71,0.0,Fair
11:00 PM,73,70,88,WSW,3,0,29.74,0.0,Fair
12:00 AM,73,70,88,NW,1,0,29.71,0.0,Fair
1:00 AM,73,72,94,WSW,1,0,29.71,0.0,Fair
2:00 AM,75,73,94,CALM,0,0,29.69,0.0,Fair
3:00 AM,75,73,94,CALM,0,0,29.69,0.0,Fair
4:00 AM,75,73,94,CALM,0,0,29.69,0.0,Fair
6:00 AM,81,77,89,E,14,0,29.69,0.0,Fair
7:00 AM,79,77,94,SSW,5,0,29.71,0.0,Partly Cloudy
8:00 AM,81,77,89,VAR,2,0,29.71,0.0,Mostly Cloudy
9:00 AM,77,73,89,WSW,5,0,29.71,0.0,Fair
10:00 AM,88,79,75,WSW,9,0,29.74,0.0,Fair
7:00 PM,82,79,89,W,3,0,29.69,0.0,Partly Cloudy
1:00 AM,79,75,89,VAR,2,0,29.71,0.0,Fair
2:00 AM,0,0,0,,0,0,0.00,0.0,Fair
3:00 AM,0,0,0,,0,0,0.00,0.0,Fair
4:00 AM,73,72,94,CALM,0,0,29.66,0.0,Fair
5:00 AM,73,72,94,VAR,1,0,29.69,0.0,Fair
6:00 AM,73,70,88,CALM,0,0,29.71,0.0,Partly Cloudy
7:00 AM,75,72,89,N,6,0,29.71,0.0,Partly Cloudy
8:00 AM,81,75,84,WSW,3,0,29.74,0.0,Partly Cloudy
9:00 AM,82,77,84,S,6,0,29.77,0.0,Thunder
10:00 AM,86,79,79,VAR,7,0,29.77,0.0,Thunder
11:00 AM,88,81,79,W,7,0,29.77,0.0,Fair
12:00 PM,88,81,79,W,7,0,29.74,0.0,Fair
1:00 AM,79,75,89,VAR,2,0,29.71,0.0,Thunder
2:00 AM,77,75,94,CALM,0,0,29.69,0.0,Thunder
3:00 AM,77,73,89,VAR,2,0,29.69,0.0,Thunder
4:00 AM,77,73,89,WSW,5,0,29.69,0.0,Thunder
5:00 AM,75,72,89,SW,1,0,29.66,0.0,Thunder
